"Sentence","labels"
"Molecular cancer therapeutics PUBLISHER PMID 26939705 PMC PMC4873377 PII 1535-7163 .",0
"Correlated overexpression of p53 and p21 in epithelial cells in UC indicates accumulation of cellular mutation triggered by oxidative stress and build-up of toxic products in stromal microenvironment of colonic mucosa .",1
"Should morning ingestion prove superior , the safety and effectiveness of this medication , and hence the prevention of stroke , pulmonary embolus , and major hemorrhage , could potentially be improved with no added cost or inconvenience to the patient .",1
"However , attention to other primary health care services is required to ensure that all key services are provided .",0
"An automated complication-reporting algorithm was designed to query the local health information exchange and then tested against self-reported tonsillectomy complication data collected from January 1 , 2014 , through December 31 , 2015 , at a tertiary pediatric hospital .",0
"N2O speeds the reduction of intrusive analogue trauma memory in a time-dependent manner , consistent with sleep-dependent long-term consolidation disruption .",1
"As predicted by past research symmetry and digit ratios were correlated , which may reflect the possibility that digit ratios are partly caused by symmetry .",1
"The high reliance of the developing heart on glucose for energy and biosynthesis suggests that changes in glucose metabolism or impairments in the switch to oxidative metabolism could affect cardiac development .",1
"DMARD adherence scores were also correlated with more negative views of medicines in general , with low adherence scores associated with a perception that medicines are fundamentally harmful and overused by doctors .",1
"Similarly , the genotype distribution of 3435C > T and 2677G > T and A SNPs was not significantly different between Polish and Bosnian patients with CD .",0
"The results of clinical randomized controlled trials confirm that FTEA diagnostic accuracy was higher than conventional methods in CMVMs .",0
"Minocycline 100 mg is noninferior to doxycycline 40 mg in efficacy over a 16 - week treatment period .",0
"PGLS regression was used instead of ordinary least squares regression because ignoring phylogeny in the size-correction procedure can lead to spurious results in the subsequent phylogenetic signal analysis , and the PGLS method has been shown to be relatively robust to phylogenetic tree misspecification .",1
"Moreover , CD154 was shown to contribute to SLE pathogenesis by inducing the production of various chemokines in renal endothelial and tubular cells , thereby , increasing local inflammatory responses .",1
"During a BIS-guided constant level of hypnosis , AAI response to the onset of surgical stimulation significantly differs according to the analgesic regimen .",1
"GAS mice showed increased perseverative behavior , impaired sensorimotor gating , reduced reactivity to a serotonergic agonist and inflammatory infiltrates in the anterior diencephalon .",0
"During quiescent periods , larval zebrafish show reduced responsiveness to mechanical stimuli and delayed responses to sudden changes in light intensity , and quiescent adult zebrafish are less responsive to electrical stimuli .",1
"A recent review published by Dewey et al showed that educational interventions for complementary feeding had a modest effect on weight and linear growth .",1
